ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
078621418X,The Delta Factor (Five Star Christian Fiction),Thomas Locke,1998,Five Star (ME),http://images.amazon.com/images/P/078621418X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/078621418X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/078621418X.01.LZZZZZZZ.jpg
0395051509,Joseph Andrews and Shamela (Crowell Critical Library),Henry Fielding,1961,Houghton Mifflin Company,http://images.amazon.com/images/P/0395051509.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395051509.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395051509.01.LZZZZZZZ.jpg
081259004X,"The Magnificent Ambersons (Industrial Research Reports. Miscellaneous Series Report,)",Booth Tarkington,2002,Tor Books,http://images.amazon.com/images/P/081259004X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/081259004X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/081259004X.01.LZZZZZZZ.jpg
031206909X,Blood Kin,Roy Hart,1992,St Martins Pr,http://images.amazon.com/images/P/031206909X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/031206909X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/031206909X.01.LZZZZZZZ.jpg
0393000753,A Reckoning,May Sarton,1981,W W Norton &amp; Co,http://images.amazon.com/images/P/0393000753.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393000753.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393000753.01.LZZZZZZZ.jpg
0571117872,The Faber Book of Nonsense Verse,Geoffrey Grigson,1982,Farrar Straus &amp; Giroux,http://images.amazon.com/images/P/0571117872.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0571117872.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0571117872.01.LZZZZZZZ.jpg
0375801537,The Iron Giant: A Story in Five Nights,Ted Hughes,1999,Yearling Books,http://images.amazon.com/images/P/0375801537.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375801537.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375801537.01.LZZZZZZZ.jpg
0805057129,A Child's Book of Prayers,Michael Hague,1998,Henry Holt &amp; Company,http://images.amazon.com/images/P/0805057129.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805057129.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805057129.01.LZZZZZZZ.jpg
0500410046,Picasso,Mario De Micheli,1967,W W Norton &amp; Co Inc,http://images.amazon.com/images/P/0500410046.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0500410046.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0500410046.01.LZZZZZZZ.jpg
0810114682,War With the Newts (European Classics),Karel Capek,1996,Northwestern University Press,http://images.amazon.com/images/P/0810114682.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0810114682.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0810114682.01.LZZZZZZZ.jpg
0635013479,The Mystery of Biltmore House (Carole Marsh Mysteries),Carole Marsh,1998,Gallopade International,http://images.amazon.com/images/P/0635013479.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0635013479.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0635013479.01.LZZZZZZZ.jpg
0960057242,The manly art of knitting,Dave Fougner,1972,Threshold,http://images.amazon.com/images/P/0960057242.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0960057242.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0960057242.01.LZZZZZZZ.jpg
0938864025,Good Old Fashioned Christmas,Benchley,1981,Ipswich Press,http://images.amazon.com/images/P/0938864025.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0938864025.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0938864025.01.LZZZZZZZ.jpg
1563523221,Around Atlanta With Children: A Guide for Family Activities,Denise Black,1996,Natl Book Network,http://images.amazon.com/images/P/1563523221.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1563523221.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1563523221.01.LZZZZZZZ.jpg
0684813386,SOURCE OF LIGHT,Reynolds Price,1995,Scribner,http://images.amazon.com/images/P/0684813386.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684813386.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684813386.01.LZZZZZZZ.jpg
1881527530,"The Joy of Coffee: The Essential Guide to Buying, Brewing, and Enjoying",Corby Kummer,1995,Chapters Pub. Ltd.,http://images.amazon.com/images/P/1881527530.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1881527530.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1881527530.01.LZZZZZZZ.jpg
1565547748,"A Halloween How-To: Costumes, Parties, Decorations, and Destinations",Lesley Pratt Bannatyne,2001,Pelican Publishing Company,http://images.amazon.com/images/P/1565547748.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1565547748.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1565547748.01.LZZZZZZZ.jpg
0933756097,The Purloined Paperweight,P. G. Wodehouse,1986,Paperweight Press,http://images.amazon.com/images/P/0933756097.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0933756097.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0933756097.01.LZZZZZZZ.jpg
3518368028,Die Jagd. Neue Geschichten des Piloten Pirx.,Stanislaw Lem,1976,Suhrkamp,http://images.amazon.com/images/P/3518368028.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3518368028.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3518368028.01.LZZZZZZZ.jpg
3518379550,"Lokaltermin. Roman. ( Phantastische Bibliothek, 200).",Stanislaw Lem,1987,Suhrkamp,http://images.amazon.com/images/P/3518379550.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3518379550.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3518379550.01.LZZZZZZZ.jpg
0226393747,Pictures from an Institution: A Comedy (Phoenix Fiction),Randall Jarrell,1986,University of Chicago Press,http://images.amazon.com/images/P/0226393747.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0226393747.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0226393747.01.LZZZZZZZ.jpg
0385336268,What Your Third Grader Needs to Know (Revised Edition) : Fundamentals of a Good Third-Grade Education (Core Knowledge Series),E.D. JR HIRSCH,2002,Delta,http://images.amazon.com/images/P/0385336268.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385336268.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385336268.01.LZZZZZZZ.jpg
0679600752,The Varieties of Religious Experience:  A Study in Human Nature : Being the Gifford Lictures on Natural Religion Delivered at Edinburgh in 1901-1902 (Modern Library (Hardcover)),William James,1994,Modern Library,http://images.amazon.com/images/P/0679600752.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679600752.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679600752.01.LZZZZZZZ.jpg
1400041104,Pushkin : A Biography,T.J. BINYON,2003,Knopf,http://images.amazon.com/images/P/1400041104.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1400041104.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1400041104.01.LZZZZZZZ.jpg
0671605968,Back To The Sources: Reading the Classic Jewish Texts,Barry W. Holtz,1986,Simon &amp; Schuster,http://images.amazon.com/images/P/0671605968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671605968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671605968.01.LZZZZZZZ.jpg
0375714634,Peanuts : The Art of Charles M. Schulz,CHARLES M. SCHULZ,2003,Pantheon,http://images.amazon.com/images/P/0375714634.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375714634.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375714634.01.LZZZZZZZ.jpg
096463919X,Sculptured Knits: 48 Timely Designs Inspired by the Decorative Arts of the 20th Century,Jean Moss,1999,XRX Books,http://images.amazon.com/images/P/096463919X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/096463919X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/096463919X.01.LZZZZZZZ.jpg
0486255344,The Club of Queer Trades,G.K. Chesterton,1987,Dover Publications,http://images.amazon.com/images/P/0486255344.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486255344.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486255344.01.LZZZZZZZ.jpg
0805067272,What Lips My Lips Have Kissed: The Loves and Love Poems of Edna St. Vincent Millay,Daniel Mark Epstein,2001,John MacRae Books,http://images.amazon.com/images/P/0805067272.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805067272.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805067272.01.LZZZZZZZ.jpg
0451517830,Jude the Obscure,Thomas Hardy,1981,Signet Book,http://images.amazon.com/images/P/0451517830.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451517830.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451517830.01.LZZZZZZZ.jpg
1557790493,Russkie Razgovory Antologia Sovremennoi Prozy,Dolgopol,1992,Hermitage,http://images.amazon.com/images/P/1557790493.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1557790493.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1557790493.01.LZZZZZZZ.jpg
1570032246,Southern Writers,David G. Spielman,1997,University of South Carolina Press,http://images.amazon.com/images/P/1570032246.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1570032246.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1570032246.01.LZZZZZZZ.jpg
0156000679,Writing Dangerously: Mary McCarthy And Her World,Carol Brightman,1994,Harcourt,http://images.amazon.com/images/P/0156000679.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156000679.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156000679.01.LZZZZZZZ.jpg
1860470025,Nothing but the Girl: The Blatant Lesbian Image : A Portfolio and Exploration of Lesbian Erotic Photography,Susie Bright,1996,Cassell,http://images.amazon.com/images/P/1860470025.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1860470025.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1860470025.01.LZZZZZZZ.jpg
0385487282,"Heart of Darkness and the Secret Agent: And, the Secret Agent (New York Public Library Collector's Editions)",Joseph Conrad,1997,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385487282.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385487282.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385487282.01.LZZZZZZZ.jpg
1575440806,Bettie Page: The Life of a Pin-Up Legend,James Swanson,1998,General Publishing Group,http://images.amazon.com/images/P/1575440806.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1575440806.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1575440806.01.LZZZZZZZ.jpg
0060190361,Scott Fitzgerald: A Biography,Jeffrey Meyers,1994,Harpercollins,http://images.amazon.com/images/P/0060190361.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060190361.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060190361.01.LZZZZZZZ.jpg
1559212152,Three Houses,Angela Thirkell,1998,Moyer Bell Ltd.,http://images.amazon.com/images/P/1559212152.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1559212152.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1559212152.01.LZZZZZZZ.jpg
0553381873,Instant Relief: Tell Me Where It Hurts and I'll Tell You What to Do,Peggy W. Brill,2003,Bantam,http://images.amazon.com/images/P/0553381873.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553381873.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553381873.01.LZZZZZZZ.jpg
0393037851,George Eliot: Voice of a Century : A Biography,Frederick R. Karl,1995,W. W. Norton &amp; Company,http://images.amazon.com/images/P/0393037851.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393037851.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393037851.01.LZZZZZZZ.jpg
0060965185,Many Roads One Journey: Moving Beyond the 12 Steps,Charlotte S. Kasl,1992,Perennial,http://images.amazon.com/images/P/0060965185.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060965185.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060965185.01.LZZZZZZZ.jpg
0679602453,The Charterhouse of Parma (Modern Library),RICHARD HOWARD,1999,Modern Library,http://images.amazon.com/images/P/0679602453.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679602453.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679602453.01.LZZZZZZZ.jpg
1853262331,Trilby,George Du Maurier,1999,Lb May &amp; Assoc Inc,http://images.amazon.com/images/P/1853262331.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1853262331.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1853262331.01.LZZZZZZZ.jpg
0201608170,"The Virgin Queen: Elizabeth I, Genius of the Golden Age",Christopher Hibbert,1992,Addison Wesley Publishing Company,http://images.amazon.com/images/P/0201608170.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0201608170.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0201608170.01.LZZZZZZZ.jpg
0452270871,Flesh and the Word 2: An Anthology of Erotic Writing,John Preston,1993,Plume Books,http://images.amazon.com/images/P/0452270871.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452270871.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452270871.01.LZZZZZZZ.jpg
0060921277,"The First Century: Emperors, Gods, and Everyman",William K. Klingaman,1991,Perennial,http://images.amazon.com/images/P/0060921277.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060921277.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060921277.01.LZZZZZZZ.jpg
078712043X,Cat Who Tailed a Thief (Cat Who... (Audio)),Lillian Jackson Braun,1999,Audio Literature,http://images.amazon.com/images/P/078712043X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/078712043X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/078712043X.01.LZZZZZZZ.jpg
081120975X,"3 More Novels: Vainglory, Inclinations, Caprice (New Directions Paperbook)",Ronald Firbank,1986,New Directions Publishing Corporation,http://images.amazon.com/images/P/081120975X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/081120975X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/081120975X.01.LZZZZZZZ.jpg
0486252019,Miss Mackenzie,Anthony Trollope,1986,Dover Pubns,http://images.amazon.com/images/P/0486252019.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486252019.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486252019.01.LZZZZZZZ.jpg
0736631038,Murder By The Book,Rex Stout,1995,"Books on Tape, Inc.",http://images.amazon.com/images/P/0736631038.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0736631038.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0736631038.01.LZZZZZZZ.jpg
0226677214,To Keep the Ball Rolling: The Memoirs of Anthony Powell,Anthony Powell,2001,University of Chicago Press,http://images.amazon.com/images/P/0226677214.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0226677214.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0226677214.01.LZZZZZZZ.jpg
0380719916,The Broom of the System,David Foster Wallace,1993,Avon,http://images.amazon.com/images/P/0380719916.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380719916.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380719916.01.LZZZZZZZ.jpg
0886464560,Champagne for One: A Nero Wolfe Mystery (Nero Wolfe Mysteries (Audio)),Rex Stout,1998,DH Audio,http://images.amazon.com/images/P/0886464560.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886464560.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886464560.01.LZZZZZZZ.jpg
0226677184,A Dance to the Music of Time: Fourth Movement (Dance to the Music of Time),Anthony Powell,1995,University of Chicago Press,http://images.amazon.com/images/P/0226677184.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0226677184.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0226677184.01.LZZZZZZZ.jpg
0886469937,Disguise for Murder (Nero Wolfe Mysteries (Audio)),Rex Stout,2000,DH Audio,http://images.amazon.com/images/P/0886469937.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886469937.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886469937.01.LZZZZZZZ.jpg
0226677176,A Dance to the Music of Time: Third Movement (Dance to the Music of Time),Anthony Powell,1995,University of Chicago Press,http://images.amazon.com/images/P/0226677176.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0226677176.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0226677176.01.LZZZZZZZ.jpg
0226677168,A Dance to the Music of Time: Second Movement (Dance to the Music of Time),Anthony Powell,1995,University of Chicago Press,http://images.amazon.com/images/P/0226677168.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0226677168.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0226677168.01.LZZZZZZZ.jpg
0684843951,The Best American Erotica 1999 (Best American Erotica),Susie Bright,1999,Touchstone,http://images.amazon.com/images/P/0684843951.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684843951.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684843951.01.LZZZZZZZ.jpg
1931243239,"O, How the Wheel Becomes It! (Green Integer, 114)",Anthony Powell,2002,Green Integer,http://images.amazon.com/images/P/1931243239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1931243239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1931243239.01.LZZZZZZZ.jpg
156731600X,On Writers &amp; Writing,John Gardner,2003,MJF Books,http://images.amazon.com/images/P/156731600X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/156731600X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/156731600X.01.LZZZZZZZ.jpg
0877956456,Schismatrix,Bruce Sterling,1985,Harpercollins Childrens Books,http://images.amazon.com/images/P/0877956456.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0877956456.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0877956456.01.LZZZZZZZ.jpg
0446672173,Work Types,Linda K. Kirby,1997,Warner Books,http://images.amazon.com/images/P/0446672173.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446672173.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446672173.01.LZZZZZZZ.jpg
1564782530,Concluding (British Literature Series),Henry Green,2000,Dalkey Archive Press,http://images.amazon.com/images/P/1564782530.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1564782530.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1564782530.01.LZZZZZZZ.jpg
013537622X,The Literature of Fact: Readings for Writers,W. Winterowd,1988,Prentice Hall,http://images.amazon.com/images/P/013537622X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/013537622X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/013537622X.01.LZZZZZZZ.jpg
0671426265,The Debut,Anita Brookner,1981,Simon &amp; Schuster,http://images.amazon.com/images/P/0671426265.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671426265.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671426265.01.LZZZZZZZ.jpg
0345358228,Chatterton,Peter Ackroyd,1989,Ballantine Books,http://images.amazon.com/images/P/0345358228.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345358228.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345358228.01.LZZZZZZZ.jpg
0760721483,The Golden Bowl,Henery James,2000,Barnes &amp; Noble Classics,http://images.amazon.com/images/P/0760721483.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0760721483.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0760721483.01.LZZZZZZZ.jpg
1580172393,"Creating Backyard Bird Habitat (Storey Country Wisdom Bulletin, a-215)",Dale Evva Gelfand,1999,Storey Books,http://images.amazon.com/images/P/1580172393.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1580172393.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1580172393.01.LZZZZZZZ.jpg
0804715092,William Morris: Romantic to Revolutionary,E. P. Thompson,1988,Stanford University Press,http://images.amazon.com/images/P/0804715092.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804715092.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804715092.01.LZZZZZZZ.jpg
0968393101,It's Your Frog Warts and All: Letters to an Entrepreneur,Douglas West,2000,Hushion House Publishing Ltd.,http://images.amazon.com/images/P/0968393101.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0968393101.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0968393101.01.LZZZZZZZ.jpg
0486287939,The Life of William Morris,J. W. MacKail,1995,Dover Publications,http://images.amazon.com/images/P/0486287939.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486287939.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486287939.01.LZZZZZZZ.jpg
0890877890,The Radiant Kingdom: An Allegorical Study of Meditation,Ian MacWhinnie,1996,Celestial Arts,http://images.amazon.com/images/P/0890877890.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0890877890.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0890877890.01.LZZZZZZZ.jpg
